project,url,class,method,http,file,line,source
FinUp.Mars.Api,api/v1.0/Search/ticker/{code},SearchController,GetTicker,GET,FinUp.Mars.Api/Controllers/v1_0/SearchController.cs,49,attribute
FinUp.Mars.Api,api/v1.0/Search/ticker/{code}/exp/{expressoinIdx},SearchController,GetExpressionResultTicker,GET,FinUp.Mars.Api/Controllers/v1_0/SearchController.cs,78,attribute
FinUp.Mars.Api,api/v1.0/Search/{name},SearchController,Search,GET,FinUp.Mars.Api/Controllers/v1_0/SearchController.cs,29,attribute
FinUp.Mars.Api,api/v1.0/Video,VideoController,Get,POST,FinUp.Mars.Api/Controllers/v1_0/VideoController.cs,16,conventional
FinUp.Mars.Api,api/v1.0/WeatherForecast,WeatherForecastController,Get,GET,FinUp.Mars.Api/Controllers/v1_0/WeatherForecastController.cs,28,conventional
FinUp.Mars.Api,api/v1.0/WeatherForecast,WeatherForecastController,Post,POST,FinUp.Mars.Api/Controllers/v1_0/WeatherForecastController.cs,40,conventional
FinUp.Radar.Api,api/App,AppController,Option,OPTIONS,FinUp.Radar.Api/Controllers/AppController.cs,238,conventional
FinUp.Radar.Api,api/App,AppController,Post,POST,FinUp.Radar.Api/Controllers/AppController.cs,36,conventional
FinUp.Radar.Api,api/App,AppController,setCache,GET,FinUp.Radar.Api/Controllers/AppController.cs,274,conventional
FinUp.Radar.Api,api/App,AppController,setCacheData,GET,FinUp.Radar.Api/Controllers/AppController.cs,248,conventional
FinUp.Radar.Api,api/Web,WebController,getIssueKeyword,GET,FinUp.Radar.Api/Controllers/WebController.cs,23,conventional
FinUp.Radar.Api,api/Web,WebController,getKeywordPriceDetail,GET,FinUp.Radar.Api/Controllers/WebController.cs,104,conventional
FinUp.Radar.Api,Cache/CacheCheck,CacheController,SetCache,GET,FinUp.Radar.Api/Controllers/CacheController.cs,53,attribute
FinUp.Radar.Api,Cache/Keyword,CacheController,SetCacheKeyword,GET,FinUp.Radar.Api/Controllers/CacheController.cs,41,attribute
FinUp.Radar.Api,cache/setcache,CacheController,setCache,POST,FinUp.Radar.Api/Controllers/CacheController.cs,69,attribute
FinUp.Radar.Api,Cache/setCacheGet,CacheController,setCacheGet,GET,FinUp.Radar.Api/Controllers/CacheController.cs,116,attribute
FinUp.Radar.Api,cache/setcacheindustry,CacheController,SetCacheIndustry,POST,FinUp.Radar.Api/Controllers/CacheController.cs,95,attribute
FinUp.Radar.Api,Cache/Update,CacheController,Update,GET,FinUp.Radar.Api/Controllers/CacheController.cs,158,attribute
FinUp.Radar.Api,Cache/WordFilter,CacheController,SetCacheWordFilter,GET,FinUp.Radar.Api/Controllers/CacheController.cs,25,attribute
FinUp.Radar.Api,Data/IndustryDiff,DataController,GetDiff,GET,FinUp.Radar.Api/Controllers/DataController.cs,17,attribute
FinUp.Radar.Api,Engine/KeywordData,EngineController,GetKeywordData,GET,FinUp.Radar.Api/Controllers/EngineController.cs,18,attribute
FinUp.Radar.Api,getHealthCheck,AppController,getHealthCheck,GET,FinUp.Radar.Api/Controllers/AppController.cs,301,attribute
FinUp.Radar.Api,getThemeLogTopTheme,AppController,getThemeLogTopTheme,GET,FinUp.Radar.Api/Controllers/AppController.cs,455,attribute
FinUp.Radar.Api,getUserIp,AppController,getUserIp,GET,FinUp.Radar.Api/Controllers/AppController.cs,338,attribute
FinUp.Radar.Api,sendThemeLogToTelegram,AppController,sendThemeLogToTelegram,GET,FinUp.Radar.Api/Controllers/AppController.cs,400,attribute
FinUp.Radar.Api,sendThemeLogToTelegramTest,AppController,sendThemeLogToTelegramTest,GET,FinUp.Radar.Api/Controllers/AppController.cs,480,attribute
FinUp.Radar.Api,setAttentionNews,AppController,setAttentionNews,GET,FinUp.Radar.Api/Controllers/AppController.cs,308,attribute
FinUp.Radar.Api,setScheduleNewsBriefing,AppController,setScheduleNewsBriefing,GET,FinUp.Radar.Api/Controllers/AppController.cs,375,attribute
FinUp.Radar.Api,setThemeLogCache,AppController,setThemeLogCache,GET,FinUp.Radar.Api/Controllers/AppController.cs,429,attribute
FinUp.Stock.Api,api/App,AppController,RemoveChatUser,GET,FinUp.Stock.Api/Controllers/AppController.cs,236,conventional
FinUp.Stock.Api,api/App,AppController,SetPushLog,GET,FinUp.Stock.Api/Controllers/AppController.cs,58,conventional
FinUp.Stock.Api,api/App,AppController,SetPushLogUserIdx,GET,FinUp.Stock.Api/Controllers/AppController.cs,76,conventional
FinUp.Stock.Api,api/ban/banuser,ReportController,BanUser,POST,FinUp.Stock.Api/Controllers/ReportController.cs,46,attribute
FinUp.Stock.Api,api/ban/cancelbanuser,ReportController,CancelBanUser,POST,FinUp.Stock.Api/Controllers/ReportController.cs,64,attribute
FinUp.Stock.Api,api/chat/homelogin,ChatController,GetHomeLogin,GET,FinUp.Stock.Api/Controllers/ChatController.cs,168,attribute
FinUp.Stock.Api,api/chat/mentors,ChatController,GetChatMentorList,GET,FinUp.Stock.Api/Controllers/ChatController.cs,286,attribute
FinUp.Stock.Api,api/chat/portfolio,ChatController,GetPortfolio,GET,FinUp.Stock.Api/Controllers/ChatController.cs,1270,attribute
FinUp.Stock.Api,api/chat/portfolio/signals,ChatController,GetPortfolioSignals,GET,FinUp.Stock.Api/Controllers/ChatController.cs,1326,attribute
FinUp.Stock.Api,api/chat/portfolioas,ChatController,DeletePortfolioAs,DELETE,FinUp.Stock.Api/Controllers/ChatController.cs,1641,attribute
FinUp.Stock.Api,api/chat/portfolioas,ChatController,GetAsDetail,GET,FinUp.Stock.Api/Controllers/ChatController.cs,1439,attribute
FinUp.Stock.Api,api/chat/portfolioas,ChatController,InsertAsAsync,POST,FinUp.Stock.Api/Controllers/ChatController.cs,1555,attribute
FinUp.Stock.Api,api/chat/portfolioas,ChatController,UpdateAsAsync,PATCH,FinUp.Stock.Api/Controllers/ChatController.cs,1479,attribute
FinUp.Stock.Api,api/chat/portfolioas/list,ChatController,GetAsListPaging,GET,FinUp.Stock.Api/Controllers/ChatController.cs,1411,attribute
FinUp.Stock.Api,api/chat/robo-popup,ChatController,GetRoboPopupAsync,GET,FinUp.Stock.Api/Controllers/ChatController.cs,2452,attribute
FinUp.Stock.Api,api/chat/robo/favorite,ChatController,GetRoboFavoriteList,GET,FinUp.Stock.Api/Controllers/ChatController.cs,2377,attribute
FinUp.Stock.Api,api/chat/robo/favorite,ChatController,ProcessRoboRecommandFavorite,POST,FinUp.Stock.Api/Controllers/ChatController.cs,2325,attribute
FinUp.Stock.Api,api/chat/robo/search,ChatController,SearchRoboRecommandList,GET,FinUp.Stock.Api/Controllers/ChatController.cs,2350,attribute
FinUp.Stock.Api,api/chat/signal,ChatController,PostSignalAsync,POST,FinUp.Stock.Api/Controllers/ChatController.cs,843,attribute
FinUp.Stock.Api,api/chat/signal/edit,ChatController,UpdateLastSignal,PATCH,FinUp.Stock.Api/Controllers/ChatController.cs,1990,attribute
FinUp.Stock.Api,api/chat/signal/edit/preprocess,ChatController,CheckLastSignal,GET,FinUp.Stock.Api/Controllers/ChatController.cs,2402,attribute
FinUp.Stock.Api,api/chat/signal/last,ChatController,PostLastSignalAsync,POST,FinUp.Stock.Api/Controllers/ChatController.cs,590,attribute
FinUp.Stock.Api,api/chat/signal/list,ChatController,GetSignalList,GET,FinUp.Stock.Api/Controllers/ChatController.cs,1357,attribute
FinUp.Stock.Api,api/chat/signal/process,ChatController,ProcessSignal,PATCH,FinUp.Stock.Api/Controllers/ChatController.cs,1893,attribute
FinUp.Stock.Api,api/chat/signal/process/nonauth,ChatController,ProcessSignalNoneAuth,PATCH,FinUp.Stock.Api/Controllers/ChatController.cs,1724,attribute
FinUp.Stock.Api,api/chat/signal/robo,ChatController,InsertRoboSignalAsync,POST,FinUp.Stock.Api/Controllers/ChatController.cs,1127,attribute
FinUp.Stock.Api,api/chat/signal/robo/list,ChatController,GetRoboSignalsAsync,GET,FinUp.Stock.Api/Controllers/ChatController.cs,1091,attribute
FinUp.Stock.Api,api/chat/signalcodes,ChatController,GetStockSignalCodes,GET,FinUp.Stock.Api/Controllers/ChatController.cs,266,attribute
FinUp.Stock.Api,api/chat/update,ChatController,UpdateChat,GET,FinUp.Stock.Api/Controllers/ChatController.cs,569,attribute
FinUp.Stock.Api,api/chat/user,ChatController,GetChatUserAsync,GET,FinUp.Stock.Api/Controllers/ChatController.cs,2468,attribute
FinUp.Stock.Api,api/chat/user/coupon,ChatController,GetUserChatCouponStatus,GET,FinUp.Stock.Api/Controllers/ChatController.cs,246,attribute
FinUp.Stock.Api,api/chat/version,ChatController,GetVersion,GET,FinUp.Stock.Api/Controllers/ChatController.cs,547,attribute
FinUp.Stock.Api,api/chat/weblogin,ChatController,GetUserWebLogin,GET,FinUp.Stock.Api/Controllers/ChatController.cs,120,attribute
FinUp.Stock.Api,api/check/health,CheckController,HealthCheck,GET,FinUp.Stock.Api/Controllers/CheckController.cs,16,attribute
FinUp.Stock.Api,api/contents/freechat,ChatController,JoinFreeChat,POST,FinUp.Stock.Api/Controllers/ChatController.cs,315,attribute
FinUp.Stock.Api,api/contents/freechat,ChatController,OutFreeChat,DELETE,FinUp.Stock.Api/Controllers/ChatController.cs,504,attribute
FinUp.Stock.Api,api/Home,HomeController,Index,GET,FinUp.Stock.Api/Controllers/HomeController.cs,15,conventional
FinUp.Stock.Api,api/Join,JoinController,GetCertify,POST,FinUp.Stock.Api/Controllers/JoinController.cs,45,conventional
FinUp.Stock.Api,api/Join,JoinController,GetPhoneCount,GET,FinUp.Stock.Api/Controllers/JoinController.cs,18,conventional
FinUp.Stock.Api,api/Join,JoinController,SendCertifyEmail,GET,FinUp.Stock.Api/Controllers/JoinController.cs,29,conventional
FinUp.Stock.Api,api/Join,JoinController,SendCertifyEmailUser,GET,FinUp.Stock.Api/Controllers/JoinController.cs,37,conventional
FinUp.Stock.Api,api/Pay,PayController,PointPay,POST,FinUp.Stock.Api/Controllers/PayController.cs,24,conventional
FinUp.Stock.Api,api/report/user,ReportController,ReportUser,POST,FinUp.Stock.Api/Controllers/ReportController.cs,19,attribute
FinUp.Stock.Api,api/Tag,TagController,AutoComplete,GET,FinUp.Stock.Api/Controllers/TagController.cs,19,conventional
FinUp.Stock.Api,api/User,UserController,SetUserAppKeyUpdate,GET,FinUp.Stock.Api/Controllers/UserController.cs,25,conventional
FinUp.Stock.Api,api/user/alarmlist,UserController,GetUserAlarmList,GET,FinUp.Stock.Api/Controllers/UserController.cs,43,attribute
FinUp.Stock.Api,api/vms/schedules/{id}/vods,VMSController,schedulesVod,POST,FinUp.Stock.Api/Controllers/VMSController.cs,23,attribute
FinUp.Stock.Api,api/Vod,VodController,SetVodPlay,GET,FinUp.Stock.Api/Controllers/VodController.cs,309,conventional
FinUp.Stock.Api,api/Vod,VodController,SetVodPlay,POST,FinUp.Stock.Api/Controllers/VodController.cs,369,conventional
FinUp.Stock.Api,api/Vod,VodController,SetVodRec,GET,FinUp.Stock.Api/Controllers/VodController.cs,338,conventional
FinUp.Stock.Api,api/Vod,VodController,SetVodRec,POST,FinUp.Stock.Api/Controllers/VodController.cs,382,conventional
FinUp.Stock.Api,api/Vod,VodController,VideoAuth,GET,FinUp.Stock.Api/Controllers/VodController.cs,400,conventional
FinUp.Stock.Api,api/Vod,VodController,accounts,POST,FinUp.Stock.Api/Controllers/VodController.cs,182,conventional
FinUp.Stock.Api,api/Vod,VodController,schedules,POST,FinUp.Stock.Api/Controllers/VodController.cs,27,conventional
FinUp.Stock.Api,api/vod/accounts/{id}/checking_paid,VodController,accountsCheckingPaid,POST,FinUp.Stock.Api/Controllers/VodController.cs,251,attribute
FinUp.Stock.Api,api/vod/schedules/{id}/vods,VodController,schedulesVod,POST,FinUp.Stock.Api/Controllers/VodController.cs,95,attribute
FinUp.Stock.Scraper.Api,Url/Delay,UrlController,Delay,POST,FinUp.Stock.Scraper/FinUp.Stock.Scraper.Api/Controllers/UrlController.cs,46,attribute
FinUp.Stock.Scraper.Api,Url/List/Parse,UrlController,ParseList,POST,FinUp.Stock.Scraper/FinUp.Stock.Scraper.Api/Controllers/UrlController.cs,38,attribute
FinUp.Stock.Scraper.Api,Url/Parse,UrlController,Parse,POST,FinUp.Stock.Scraper/FinUp.Stock.Scraper.Api/Controllers/UrlController.cs,30,attribute
FinUp.StockData.Price.Api,api/alarm/alarm-history-issue-theme,RadarAlarmController,GetIssueThemeList,GET,FinUp.StockData.Price.Api/Controllers/RadarAlarmController.cs,77,attribute
FinUp.StockData.Price.Api,api/alarm/alarm-history-stock-signal/{type},RadarAlarmController,GetStockSignalList,GET,FinUp.StockData.Price.Api/Controllers/RadarAlarmController.cs,99,attribute
FinUp.StockData.Price.Api,api/alarm/alarm-list,RadarAlarmController,GetServiceList,GET,FinUp.StockData.Price.Api/Controllers/RadarAlarmController.cs,29,attribute
FinUp.StockData.Price.Api,api/chart/capture,ChartController,Capture,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,34,attribute
FinUp.StockData.Price.Api,api/chart/capture,ChartController,Capture,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,71,attribute
FinUp.StockData.Price.Api,api/chart/capture/theme,ChartController,CaptureTheme,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,108,attribute
FinUp.StockData.Price.Api,api/chart/lw/theme,ChartController,GetThemeChartAsync,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,165,attribute
FinUp.StockData.Price.Api,api/chart/nvd3/minutes/{code}/{minutes},PriceController,GetCandleAllChart,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,163,attribute
FinUp.StockData.Price.Api,api/chart/nvd3/{code},PriceController,GetNvd3Chart,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,147,attribute
FinUp.StockData.Price.Api,api/chart/stockDeposit,ChartController,StockDepositTrend,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,145,attribute
FinUp.StockData.Price.Api,api/chart/themeday,ChartController,ThemeDay,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,155,attribute
FinUp.StockData.Price.Api,api/check/health,CheckController,HealthCheck,GET,FinUp.StockData.Price.Api/Controllers/CheckController.cs,19,attribute
FinUp.StockData.Price.Api,api/data/currenthoga/{code},DataController,GetCurrentHoga,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,101,attribute
FinUp.StockData.Price.Api,api/data/currenttrader/{code},DataController,GetCurrentTrader,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,157,attribute
FinUp.StockData.Price.Api,api/data/financial/{code}/{pageNo?}/{pageSize?}/{isQuarter?},DataController,GetFinancialDetail,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,204,attribute
FinUp.StockData.Price.Api,api/data/hoga/last/{code}/{day}/{time}/{count},DataController,GetLastHoga,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,31,attribute
FinUp.StockData.Price.Api,api/data/hoga/{code}/{day}/{start}/{end},DataController,GetHoga,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,87,attribute
FinUp.StockData.Price.Api,api/data/marketopen/{isRealTime},DataController,IsTodayMarketOpen,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,244,attribute
FinUp.StockData.Price.Api,api/data/price/last/{code}/{day}/{time}/{count},DataController,GetLastPrice,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,74,attribute
FinUp.StockData.Price.Api,api/data/price/{code}/{day}/{start}/{end},DataController,GetPrice,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,115,attribute
FinUp.StockData.Price.Api,api/data/stock/{code},DataController,GetStockDetailAsync,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,185,attribute
FinUp.StockData.Price.Api,api/data/trader/last/{code}/{day}/{time}/{count},DataController,GetLastTrader,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,52,attribute
FinUp.StockData.Price.Api,api/data/trader/{code}/{day}/{start}/{end},DataController,GetTrader,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,129,attribute
FinUp.StockData.Price.Api,api/data/traderday/{code}/{startday}/{endday},DataController,GetTraderDay,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,171,attribute
FinUp.StockData.Price.Api,api/data/traderlast/{code}/{day}/{end},DataController,GetTraderLast,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,143,attribute
FinUp.StockData.Price.Api,api/data/vi/{code}/{date},DataController,GetStockVIs,GET,FinUp.StockData.Price.Api/Controllers/DataController.cs,217,attribute
FinUp.StockData.Price.Api,api/dayprice/paging/{code}/{pageNo?}/{pageSize?},PriceController,GetDayPrice,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,446,attribute
FinUp.StockData.Price.Api,api/dayprice/{code}/{from}/{to},PriceController,GetDayPrice,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,426,attribute
FinUp.StockData.Price.Api,api/index/last,IndexController,GetIndexLast,GET,FinUp.StockData.Price.Api/Controllers/IndexController.cs,19,attribute
FinUp.StockData.Price.Api,api/keyword/news,KeywordController,GetKeywordNewsAsync,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,35,attribute
FinUp.StockData.Price.Api,api/keyword/news/summary-search,KeywordController,GetThemeNewsSummarySearch,POST,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,371,attribute
FinUp.StockData.Price.Api,api/keyword/stock/golden-signal-form/{stockCode},KeywordController,GetGoldenSignalStockData,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,163,attribute
FinUp.StockData.Price.Api,api/keyword/stock/holder/{stockCode},KeywordController,GetStockHolder,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,189,attribute
FinUp.StockData.Price.Api,api/keyword/stock/industry/stock/{stockCode},KeywordController,GetStockRelationIndustry,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,262,attribute
FinUp.StockData.Price.Api,api/keyword/stock/industry/{industryidx}/{stockcode},KeywordController,GetIndustryRelationStockAsync,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,85,attribute
FinUp.StockData.Price.Api,api/keyword/stock/ranking/{type},KeywordController,GetStockRanking,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,214,attribute
FinUp.StockData.Price.Api,api/keyword/stock/theme/{stockCode},KeywordController,GetStockRelationTheme,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,238,attribute
FinUp.StockData.Price.Api,api/keyword/theme/diff/{keywordidx},KeywordController,GetThemeDiff,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,287,attribute
FinUp.StockData.Price.Api,api/keyword/theme/similarity/{keywordidx},KeywordController,GetKeywordSimilarityTheme,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,137,attribute
FinUp.StockData.Price.Api,api/keyword/theme/stock/{keywordidx},KeywordController,GetThemeRelationStock,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,342,attribute
FinUp.StockData.Price.Api,api/keyword/{keywordidx},KeywordController,GetKeywordDetailPrice,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,111,attribute
FinUp.StockData.Price.Api,api/market/{from}/{to}/{offday?},PriceController,GetMarket,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,331,attribute
FinUp.StockData.Price.Api,api/news-contents/board,NewsContentsController,UploadNewsContentsBoard,GET,FinUp.StockData.Price.Api/Controllers/NewsContentsController.cs,36,attribute
FinUp.StockData.Price.Api,api/news/news_market_issue/{type},RadarAlarmController,GetServiceList,GET,FinUp.StockData.Price.Api/Controllers/RadarAlarmController.cs,55,attribute
FinUp.StockData.Price.Api,api/news/NewsListPage,NewsController,NewsListPage,POST,FinUp.StockData.Price.Api/Controllers/NewsController.cs,26,attribute
FinUp.StockData.Price.Api,api/news/stock,NewsController,NewsListPageStock,POST,FinUp.StockData.Price.Api/Controllers/NewsController.cs,44,attribute
FinUp.StockData.Price.Api,api/news/theme,NewsController,NewsListPageTheme,POST,FinUp.StockData.Price.Api/Controllers/NewsController.cs,35,attribute
FinUp.StockData.Price.Api,api/prevday/{date}/{code},PriceController,GetPrevDay,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,358,attribute
FinUp.StockData.Price.Api,api/price/diff,PriceController,GetPriceDiffList,POST,FinUp.StockData.Price.Api/Controllers/PriceController.cs,85,attribute
FinUp.StockData.Price.Api,api/price/highlow/{code}/{from},PriceController,GetHighLow,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,180,attribute
FinUp.StockData.Price.Api,api/price/highlowlist,PriceController,GetHighLowList,POST,FinUp.StockData.Price.Api/Controllers/PriceController.cs,259,attribute
FinUp.StockData.Price.Api,api/price/highlowvalue/{code}/{from},PriceController,GetHighLowValue,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,218,attribute
FinUp.StockData.Price.Api,api/price/limitprice/{code},PriceController,GetLimitPrice,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,553,attribute
FinUp.StockData.Price.Api,api/price/minutes/{code}/{from}/{to},PriceController,GetMinutes,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,510,attribute
FinUp.StockData.Price.Api,api/price/quote/{code},PriceController,GetQuoteAsync,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,561,attribute
FinUp.StockData.Price.Api,api/price/search-history,PriceController,GetSearchHistoryPrice,POST,FinUp.StockData.Price.Api/Controllers/PriceController.cs,590,attribute
FinUp.StockData.Price.Api,api/price/tradesummary/{code}/{from}/{to},PriceController,GetPriceSummary,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,500,attribute
FinUp.StockData.Price.Api,api/price/{code},PriceController,GetPrice,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,44,attribute
FinUp.StockData.Price.Api,api/pricelist,PriceController,GetPriceList,POST,FinUp.StockData.Price.Api/Controllers/PriceController.cs,64,attribute
FinUp.StockData.Price.Api,api/priceliststock/{code},PriceController,GetPriceListStock,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,388,attribute
FinUp.StockData.Price.Api,api/pricemonitor/chart/count,PriceMonitorController,GetStockCountChart,POST,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,254,attribute
FinUp.StockData.Price.Api,api/pricemonitor/chart/price,PriceMonitorController,GetStockPriceChart,POST,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,191,attribute
FinUp.StockData.Price.Api,api/pricemonitor/list/paging,PriceMonitorController,GetPriceMonitorListPaging,POST,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,167,attribute
FinUp.StockData.Price.Api,api/pricemonitor/paging,PriceMonitorController,GetPriceMonitorPaging,POST,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,139,attribute
FinUp.StockData.Price.Api,api/pricemonitor/preopen,PriceMonitorController,IsPreMarketOpen,GET,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,282,attribute
FinUp.StockData.Price.Api,api/pricemonitor/rank,PriceMonitorController,GetPriceMonitorRank,POST,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,55,attribute
FinUp.StockData.Price.Api,api/pricemonitor/stock,PriceMonitorController,GetPriceMonitorStockPaging,POST,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,111,attribute
FinUp.StockData.Price.Api,api/pricemonitor/stock,PriceMonitorController,GetStock,GET,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,37,attribute
FinUp.StockData.Price.Api,api/pricemonitor/stock/set,PriceMonitorController,SetStock,GET,FinUp.StockData.Price.Api/Controllers/PriceMonitorController.cs,23,attribute
FinUp.StockData.Price.Api,api/profit,PriceController,GetItemStockProfit,GET,FinUp.StockData.Price.Api/Controllers/PriceController.cs,129,attribute
FinUp.StockData.Price.Api,api/stock/calendar,KeywordController,GetStockOpenDateAsync,GET,FinUp.StockData.Price.Api/Controllers/KeywordController.cs,60,attribute
FinUp.StockData.Price.Api,api/ThemeCaptureChart,ThemeLogController,GetThemeCaptureChart,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,29,attribute
FinUp.StockData.Price.Api,api/themelog,ThemeLogController,GetThemeLog,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,109,attribute
FinUp.StockData.Price.Api,api/ThemeLog/Diff,ThemeLogController,GetThemeDiffList,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,70,attribute
FinUp.StockData.Price.Api,api/themelog/keyword/Diff,ThemeLogController,GetThemelogKeywordDiffList,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,157,attribute
FinUp.StockData.Price.Api,api/themelog/keyword/rank,ThemeLogController,GetThemelogKeywordRank,GET,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,125,attribute
FinUp.StockData.Price.Api,api/themelog/keyword/relation-stocks,ThemeLogController,GetThemeLogRelationStocks,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,141,attribute
FinUp.StockData.Price.Api,api/ThemeLog/play,ThemeLogController,GetThemePlay,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,91,attribute
FinUp.StockData.Price.Api,api/ThemeLog/play/info,ThemeLogController,GetThemePlayInfo,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,80,attribute
FinUp.StockData.Price.Api,api/ThemeLog/ThemeRankingByDiff,ThemeLogController,GetThemeRankingByDiff,GET,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,53,attribute
FinUp.StockData.Price.Api,api/ThemeRelationStock,ThemeLogController,GetThemeRelationStock,POST,FinUp.StockData.Price.Api/Controllers/ThemeLogController.cs,41,attribute
FinUp.StockData.Price.Api,api/tv/config,TradingViewController,GetConfig,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,21,attribute
FinUp.StockData.Price.Api,api/tv/history,TradingViewController,GetHistory,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,155,attribute
FinUp.StockData.Price.Api,api/tv/marks,TradingViewController,GetMarks,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,115,attribute
FinUp.StockData.Price.Api,api/tv/symbol_info,TradingViewController,GetSymbolInfo,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,45,attribute
FinUp.StockData.Price.Api,api/tv/symbols,TradingViewController,GetSymbols,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,57,attribute
FinUp.StockData.Price.Api,api/tv/time,TradingViewController,GetTime,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,105,attribute
FinUp.StockData.Price.Api,api/v2/chart/lw/theme,ChartController,GetThemeChartAsync_v2,GET,FinUp.StockData.Price.Api/Controllers/ChartController.cs,238,attribute
FinUp.StockData.Price.Api,api/v2/tv/history,TradingViewController,GetHistoryV2,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,197,attribute
FinUp.StockData.Price.Api,api/v2/tv/marks,TradingViewController,GetMarks,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,115,attribute
FinUp.StockData.Price.Api,api/v2/tv/ticker/history,TradingViewTickerController,GetHistoryV2,GET,FinUp.StockData.Price.Api/Controllers/TradingViewTickerController.cs,32,attribute
FinUp.StockData.Price.Api,api/v3/tv/history,TradingViewController,GetHistoryV3,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,239,attribute
FinUp.StockData.Price.Api,api/v3/tv/marks,TradingViewController,GetMarks,GET,FinUp.StockData.Price.Api/Controllers/TradingViewController.cs,115,attribute
FinUp.StockData.Price.Api.Channel,api/check/health,CheckController,HealthCheck,GET,FinUp.StockData.Price.Api.Channel/Controllers/CheckController.cs,14,attribute
